unit_id,plate_no,vehicle_group,capacity_ton,year,pool,fuel_km_per_liter,status
VH00791,B1791LE,CDD,5.0,2018,Cikarang,7.8,In Use
VH00792,B1792ME,CDD,5.0,2019,Semarang,7.6,Maintenance
VH00793,B1793NE,CDD,5.0,2020,Malang,7.4,Maintenance
VH00794,B1794OE,CDD,5.0,2021,Cikarang,7.2,Maintenance
VH00795,B1795PE,CDD,5.0,2022,Semarang,8.0,Maintenance
VH00796,B1796QE,CDD,5.0,2023,Malang,7.8,Maintenance
VH00797,B1797RE,CDD,5.0,2024,Cikarang,7.6,Maintenance
VH00798,B1798SE,CDD,5.0,2018,Semarang,7.4,Inactive
VH00799,B1799TE,CDD,5.0,2019,Malang,7.2,Inactive
VH00800,B1800UE,CDD,5.0,2020,Cikarang,8.0,Ready
VH00801,B1801VE,CDD,5.0,2021,Semarang,7.8,Ready
VH00802,B1802WE,CDD,5.0,2022,Malang,7.6,Ready
VH00803,B1803XE,CDD,5.0,2023,Cikarang,7.4,Ready
VH00804,B1804YE,CDD,5.0,2024,Semarang,7.2,Ready
VH00805,B1805ZE,CDD,5.0,2018,Malang,8.0,Ready
VH00806,B1806AF,CDD,5.0,2019,Cikarang,7.8,Ready
VH00807,B1807BF,CDD,5.0,2020,Semarang,7.6,Ready
VH00808,B1808CF,CDD,5.0,2021,Malang,7.4,Ready
VH00809,B1809DF,CDD,5.0,2022,Cikarang,7.2,Ready
VH00810,B1810EF,CDD,5.0,2023,Semarang,8.0,Ready
VH00811,B1811FF,CDD,5.0,2024,Malang,7.8,Ready
VH00812,B1812GF,CDD,5.0,2018,Cikarang,7.6,Ready
VH00813,B1813HF,CDD,5.0,2019,Semarang,7.4,Ready
VH00814,B1814IF,CDD,5.0,2020,Malang,7.2,Ready
VH00815,B1815JF,CDD,5.0,2021,Cikarang,8.0,Ready
VH00816,B1816KF,CDD,5.0,2022,Semarang,7.8,Ready
VH00817,B1817LF,CDD,5.0,2023,Malang,7.6,Ready
VH00818,B1818MF,CDD,5.0,2024,Cikarang,7.4,Ready
VH00819,B1819NF,CDD,5.0,2018,Semarang,7.2,Ready
VH00820,B1820OF,CDD,5.0,2019,Malang,8.0,Ready
VH00821,B1821PF,CDD,5.0,2020,Cikarang,7.8,Ready
VH00822,B1822QF,CDD,5.0,2021,Semarang,7.6,Ready
VH00823,B1823RF,CDD,5.0,2022,Malang,7.4,Ready
VH00824,B1824SF,CDD,5.0,2023,Cikarang,7.2,Ready
VH00825,B1825TF,CDD,5.0,2024,Semarang,8.0,Ready
VH00826,B1826UF,CDD,5.0,2018,Malang,7.8,Ready
VH00827,B1827VF,CDD,5.0,2019,Cikarang,7.6,Ready
VH00828,B1828WF,CDD,5.0,2020,Semarang,7.4,Ready
VH00829,B1829XF,CDD,5.0,2021,Malang,7.2,Ready
VH00830,B1830YF,CDD,5.0,2022,Cikarang,8.0,Ready
VH00831,B1831ZF,CDD,5.0,2023,Semarang,7.8,Ready
VH00832,B1832AG,CDD,5.0,2024,Malang,7.6,Ready
VH00833,B1833BG,CDD,5.0,2018,Cikarang,7.4,Ready
VH00834,B1834CG,CDD,5.0,2019,Semarang,7.2,Ready
VH00835,B1835DG,CDD,5.0,2020,Malang,8.0,Ready
VH00836,B1836EG,CDD,5.0,2021,Cikarang,7.8,Ready
VH00837,B1837FG,CDD,5.0,2022,Semarang,7.6,Ready
VH00838,B1838GG,CDD,5.0,2023,Malang,7.4,Ready
VH00839,B1839HG,CDD,5.0,2024,Cikarang,7.2,Ready
VH00840,B1840IG,CDD,5.0,2018,Semarang,8.0,Ready
VH00841,B1841JG,CDD,5.0,2019,Malang,7.8,Ready
VH00842,B1842KG,CDD,5.0,2020,Cikarang,7.6,Ready
VH00843,B1843LG,CDD,5.0,2021,Semarang,7.4,Ready
VH00844,B1844MG,CDD,5.0,2022,Malang,7.2,Ready
VH00845,B1845NG,CDD,5.0,2023,Cikarang,8.0,Ready
VH00846,B1846OG,CDD,5.0,2024,Semarang,7.8,Ready
VH00847,B1847PG,CDD,5.0,2018,Malang,7.6,Ready
VH00848,B1848QG,CDD,5.0,2019,Cikarang,7.4,Ready
VH00849,B1849RG,CDD,5.0,2020,Semarang,7.2,Ready
VH00850,B1850SG,CDD,5.0,2021,Malang,8.0,Ready
VH00851,B1851TG,CDD,5.0,2022,Cikarang,7.8,Ready
VH00852,B1852UG,CDD,5.0,2023,Semarang,7.6,Ready
VH00853,B1853VG,CDD,5.0,2024,Malang,7.4,Ready
VH00854,B1854WG,CDD,5.0,2018,Cikarang,7.2,Ready
VH00855,B1855XG,CDD,5.0,2019,Semarang,8.0,Ready
VH00856,B1856YG,CDD,5.0,2020,Malang,7.8,Ready
VH00857,B1857ZG,CDD,5.0,2021,Cikarang,7.6,Ready
VH00858,B1858AH,CDD,5.0,2022,Semarang,7.4,Ready
VH00859,B1859BH,CDD,5.0,2023,Malang,7.2,Ready
VH00860,B1860CH,CDD,5.0,2024,Cikarang,8.0,Ready
VH00861,B1861DH,CDD,5.0,2018,Semarang,7.8,Ready
VH00862,B1862EH,CDD,5.0,2019,Malang,7.6,Ready
VH00863,B1863FH,CDD,5.0,2020,Cikarang,7.4,Ready
VH00864,B1864GH,CDD,5.0,2021,Semarang,7.2,Ready
VH00865,B1865HH,CDD,5.0,2022,Malang,8.0,Ready
VH00866,B1866IH,CDD,5.0,2023,Cikarang,7.8,Ready
VH00867,B1867JH,CDD,5.0,2024,Semarang,7.6,Ready
VH00868,B1868KH,CDD,5.0,2018,Malang,7.4,Ready
VH00869,B1869LH,CDD,5.0,2019,Cikarang,7.2,Ready
VH00870,B1870MH,CDD,5.0,2020,Semarang,8.0,Ready
VH00871,B1871NH,CDD,5.0,2021,Malang,7.8,Ready
VH00872,B1872OH,CDD,5.0,2022,Cikarang,7.6,Ready
VH00873,B1873PH,CDD,5.0,2023,Semarang,7.4,Ready
VH00874,B1874QH,CDD,5.0,2024,Malang,7.2,Ready
VH00875,B1875RH,CDD,5.0,2018,Cikarang,8.0,Ready
VH00876,B1876SH,CDD,5.0,2019,Semarang,7.8,Ready
VH00877,B1877TH,CDD,5.0,2020,Malang,7.6,Ready
VH00878,B1878UH,CDD,5.0,2021,Cikarang,7.4,In Use
VH00879,B1879VH,CDD,5.0,2022,Semarang,7.2,In Use
VH00880,B1880WH,CDD,5.0,2023,Malang,8.0,In Use
VH00881,B1881XH,CDD,5.0,2024,Cikarang,7.8,In Use
VH00882,B1882YH,CDD,5.0,2018,Semarang,7.6,In Use
VH00883,B1883ZH,CDD,5.0,2019,Malang,7.4,In Use
VH00884,B1884AI,CDD,5.0,2020,Cikarang,7.2,In Use
VH00885,B1885BI,CDD,5.0,2021,Semarang,8.0,In Use
VH00886,B1886CI,CDD,5.0,2022,Malang,7.8,In Use
VH00887,B1887DI,CDD,5.0,2023,Cikarang,7.6,In Use
VH00888,B1888EI,CDD,5.0,2024,Semarang,7.4,In Use
VH00889,B1889FI,CDD,5.0,2018,Malang,7.2,In Use
VH00890,B1890GI,CDD,5.0,2019,Cikarang,8.0,In Use
VH00891,B1891HI,CDD,5.0,2020,Semarang,7.8,In Use
VH00892,B1892II,CDD,5.0,2021,Malang,7.6,Maintenance
VH00893,B1893JI,CDD,5.0,2022,Cikarang,7.4,Maintenance
VH00894,B1894KI,CDD,5.0,2023,Semarang,7.2,Maintenance
VH00895,B1895LI,CDD,5.0,2024,Malang,8.0,Maintenance
VH00896,B1896MI,CDD,5.0,2018,Cikarang,7.8,Maintenance
VH00897,B1897NI,CDD,5.0,2019,Semarang,7.6,Maintenance
VH00898,B1898OI,CDD,5.0,2020,Malang,7.4,Inactive
VH00899,B1899PI,CDD,5.0,2021,Cikarang,7.2,Inactive
VH00900,B1900QI,CDD,5.0,2022,Semarang,8.0,Ready
VH00901,B1901RI,CDD,5.0,2023,Malang,7.8,Ready
VH00902,B1902SI,CDD,5.0,2024,Cikarang,7.6,Ready
VH00903,B1903TI,CDD,5.0,2018,Semarang,7.4,Ready
VH00904,B1904UI,CDD,5.0,2019,Malang,7.2,Ready
VH00905,B1905VI,CDD,5.0,2020,Cikarang,8.0,Ready
VH00906,B1906WI,CDD,5.0,2021,Semarang,7.8,Ready
VH00907,B1907XI,CDD,5.0,2022,Malang,7.6,Ready
VH00908,B1908YI,CDD,5.0,2023,Cikarang,7.4,Ready
VH00909,B1909ZI,CDD,5.0,2024,Semarang,7.2,Ready
VH00910,B1910AJ,CDD,5.0,2018,Malang,8.0,Ready
VH00911,B1911BJ,CDD,5.0,2019,Cikarang,7.8,Ready
VH00912,B1912CJ,CDD,5.0,2020,Semarang,7.6,Ready
VH00913,B1913DJ,CDD,5.0,2021,Malang,7.4,Ready
VH00914,B1914EJ,CDD,5.0,2022,Cikarang,7.2,Ready
VH00915,B1915FJ,CDD,5.0,2023,Semarang,8.0,Ready
VH00916,B1916GJ,CDD,5.0,2024,Malang,7.8,Ready
VH00917,B1917HJ,CDD,5.0,2018,Cikarang,7.6,Ready
VH00918,B1918IJ,CDD,5.0,2019,Semarang,7.4,Ready
VH00919,B1919JJ,CDD,5.0,2020,Malang,7.2,Ready
VH00920,B1920KJ,CDD,5.0,2021,Cikarang,8.0,Ready
VH00921,B1921LJ,CDD,5.0,2022,Semarang,7.8,Ready
VH00922,B1922MJ,CDD,5.0,2023,Malang,7.6,Ready
VH00923,B1923NJ,CDD,5.0,2024,Cikarang,7.4,Ready
VH00924,B1924OJ,CDD,5.0,2018,Semarang,7.2,Ready
VH00925,B1925PJ,CDD,5.0,2019,Malang,8.0,Ready
VH00926,B1926QJ,CDD,5.0,2020,Cikarang,7.8,Ready
VH00927,B1927RJ,CDD,5.0,2021,Semarang,7.6,Ready
VH00928,B1928SJ,CDD,5.0,2022,Malang,7.4,Ready
VH00929,B1929TJ,CDD,5.0,2023,Cikarang,7.2,Ready
VH00930,B1930UJ,CDD,5.0,2024,Semarang,8.0,Ready
VH00931,B1931VJ,CDD,5.0,2018,Malang,7.8,Ready
VH00932,B1932WJ,CDD,5.0,2019,Cikarang,7.6,Ready
VH00933,B1933XJ,CDD,5.0,2020,Semarang,7.4,Ready
VH00934,B1934YJ,CDD,5.0,2021,Malang,7.2,Ready
VH00935,B1935ZJ,CDD,5.0,2022,Cikarang,8.0,Ready
VH00936,B1936AK,CDD,5.0,2023,Semarang,7.8,Ready
VH00937,B1937BK,CDD,5.0,2024,Malang,7.6,Ready
VH00938,B1938CK,CDD,5.0,2018,Cikarang,7.4,Ready
VH00939,B1939DK,CDD,5.0,2019,Semarang,7.2,Ready
VH00940,B1940EK,CDD,5.0,2020,Malang,8.0,Ready
VH00941,B1941FK,CDD,5.0,2021,Cikarang,7.8,Ready
VH00942,B1942GK,CDD,5.0,2022,Semarang,7.6,Ready
VH00943,B1943HK,CDD,5.0,2023,Malang,7.4,Ready
VH00944,B1944IK,CDD,5.0,2024,Cikarang,7.2,Ready
VH00945,B1945JK,CDD,5.0,2018,Semarang,8.0,Ready
VH00946,B1946KK,CDD,5.0,2019,Malang,7.8,Ready
VH00947,B1947LK,CDD,5.0,2020,Cikarang,7.6,Ready
VH00948,B1948MK,CDD,5.0,2021,Semarang,7.4,Ready
VH00949,B1949NK,CDD,5.0,2022,Malang,7.2,Ready
VH00950,B1950OK,CDD,5.0,2023,Cikarang,8.0,Ready
VH00951,B1951PK,CDD,5.0,2024,Semarang,7.8,Ready
VH00952,B1952QK,CDD,5.0,2018,Malang,7.6,Ready
VH00953,B1953RK,CDD,5.0,2019,Cikarang,7.4,Ready
VH00954,B1954SK,CDD,5.0,2020,Semarang,7.2,Ready
VH00955,B1955TK,CDD,5.0,2021,Malang,8.0,Ready
VH00956,B1956UK,CDD,5.0,2022,Cikarang,7.8,Ready
VH00957,B1957VK,CDD,5.0,2023,Semarang,7.6,Ready
VH00958,B1958WK,CDD,5.0,2024,Malang,7.4,Ready
VH00959,B1959XK,CDD,5.0,2018,Cikarang,7.2,Ready
VH00960,B1960YK,CDD,5.0,2019,Semarang,8.0,Ready
VH00961,B1961ZK,CDD,5.0,2020,Malang,7.8,Ready
VH00962,B1962AL,CDD,5.0,2021,Cikarang,7.6,Ready
VH00963,B1963BL,CDD,5.0,2022,Semarang,7.4,Ready
VH00964,B1964CL,CDD,5.0,2023,Malang,7.2,Ready
VH00965,B1965DL,CDD,5.0,2024,Cikarang,8.0,Ready
VH00966,B1966EL,CDD,5.0,2018,Semarang,7.8,Ready
VH00967,B1967FL,CDD,5.0,2019,Malang,7.6,Ready
VH00968,B1968GL,CDD,5.0,2020,Cikarang,7.4,Ready
VH00969,B1969HL,CDD,5.0,2021,Semarang,7.2,Ready
VH00970,B1970IL,CDD,5.0,2022,Malang,8.0,Ready
VH00971,B1971JL,CDD,5.0,2023,Cikarang,7.8,Ready
VH00972,B1972KL,CDD,5.0,2024,Semarang,7.6,Ready
VH00973,B1973LL,CDD,5.0,2018,Malang,7.4,Ready
VH00974,B1974ML,CDD,5.0,2019,Cikarang,7.2,Ready
VH00975,B1975NL,CDD,5.0,2020,Semarang,8.0,Ready
VH00976,B1976OL,CDD,5.0,2021,Malang,7.8,Ready
VH00977,B1977PL,CDD,5.0,2022,Cikarang,7.6,Ready
VH00978,B1978QL,CDD,5.0,2023,Semarang,7.4,In Use
VH00979,B1979RL,CDD,5.0,2024,Malang,7.2,In Use
VH00980,B1980SL,CDD,5.0,2018,Cikarang,8.0,In Use
VH00981,B1981TL,CDD,5.0,2019,Semarang,7.8,In Use
VH00982,B1982UL,CDD,5.0,2020,Malang,7.6,In Use
VH00983,B1983VL,CDD,5.0,2021,Cikarang,7.4,In Use
VH00984,B1984WL,CDD,5.0,2022,Semarang,7.2,In Use
VH00985,B1985XL,CDD,5.0,2023,Malang,8.0,In Use
VH00986,B1986YL,CDD,5.0,2024,Cikarang,7.8,In Use
VH00987,B1987ZL,CDD,5.0,2018,Semarang,7.6,In Use
VH00988,B1988AM,CDD,5.0,2019,Malang,7.4,In Use
VH00989,B1989BM,CDD,5.0,2020,Cikarang,7.2,In Use
VH00990,B1990CM,CDD,5.0,2021,Semarang,8.0,In Use
VH00991,B1991DM,CDD,5.0,2022,Malang,7.8,In Use
VH00992,B1992EM,CDD,5.0,2023,Cikarang,7.6,Maintenance
VH00993,B1993FM,CDD,5.0,2024,Semarang,7.4,Maintenance
VH00994,B1994GM,CDD,5.0,2018,Malang,7.2,Maintenance
VH00995,B1995HM,CDD,5.0,2019,Cikarang,8.0,Maintenance
VH00996,B1996IM,CDD,5.0,2020,Semarang,7.8,Maintenance
VH00997,B1997JM,CDD,5.0,2021,Malang,7.6,Maintenance
VH00998,B1998KM,CDD,5.0,2022,Cikarang,7.4,Inactive
VH00999,B1999LM,CDD,5.0,2023,Semarang,7.2,Inactive
VH01000,B2000MM,CDD,5.0,2024,Malang,8.0,Ready
VH01001,B2001NM,CDD,5.0,2018,Cikarang,7.8,Ready
VH01002,B2002OM,CDD,5.0,2019,Semarang,7.6,Ready
VH01003,B2003PM,CDD,5.0,2020,Malang,7.4,Ready
VH01004,B2004QM,CDD,5.0,2021,Cikarang,7.2,Ready
VH01005,B2005RM,CDD,5.0,2022,Semarang,8.0,Ready
VH01006,B2006SM,CDD,5.0,2023,Malang,7.8,Ready
VH01007,B2007TM,CDD,5.0,2024,Cikarang,7.6,Ready
VH01008,B2008UM,CDD,5.0,2018,Semarang,7.4,Ready
VH01009,B2009VM,CDD,5.0,2019,Malang,7.2,Ready
VH01010,B2010WM,CDD,5.0,2020,Cikarang,8.0,Ready
VH01011,B2011XM,CDD,5.0,2021,Semarang,7.8,Ready
VH01012,B2012YM,CDD,5.0,2022,Malang,7.6,Ready
VH01013,B2013ZM,CDD,5.0,2023,Cikarang,7.4,Ready
VH01014,B2014AN,CDD,5.0,2024,Semarang,7.2,Ready
VH01015,B2015BN,CDD,5.0,2018,Malang,8.0,Ready
VH01016,B2016CN,CDD,5.0,2019,Cikarang,7.8,Ready
VH01017,B2017DN,CDD,5.0,2020,Semarang,7.6,Ready
VH01018,B2018EN,CDD,5.0,2021,Malang,7.4,Ready
VH01019,B2019FN,CDD,5.0,2022,Cikarang,7.2,Ready
VH01020,B2020GN,CDD,5.0,2023,Semarang,8.0,Ready
VH01021,B2021HN,CDD,5.0,2024,Malang,7.8,Ready
VH01022,B2022IN,CDD,5.0,2018,Cikarang,7.6,Ready
VH01023,B2023JN,CDD,5.0,2019,Semarang,7.4,Ready
VH01024,B2024KN,CDD,5.0,2020,Malang,7.2,Ready
VH01025,B2025LN,CDD,5.0,2021,Cikarang,8.0,Ready
VH01026,B2026MN,CDD,5.0,2022,Semarang,7.8,Ready
VH01027,B2027NN,CDD,5.0,2023,Malang,7.6,Ready
VH01028,B2028ON,CDD,5.0,2024,Cikarang,7.4,Ready
VH01029,B2029PN,CDD,5.0,2018,Semarang,7.2,Ready
VH01030,B2030QN,CDD,5.0,2019,Malang,8.0,Ready
VH01031,B2031RN,CDD,5.0,2020,Cikarang,7.8,Ready
VH01032,B2032SN,CDD,5.0,2021,Semarang,7.6,Ready
VH01033,B2033TN,CDD,5.0,2022,Malang,7.4,Ready
VH01034,B2034UN,CDD,5.0,2023,Cikarang,7.2,Ready
VH01035,B2035VN,CDD,5.0,2024,Semarang,8.0,Ready
VH01036,B2036WN,CDD,5.0,2018,Malang,7.8,Ready
VH01037,B2037XN,CDD,5.0,2019,Cikarang,7.6,Ready
VH01038,B2038YN,CDD,5.0,2020,Semarang,7.4,Ready
VH01039,B2039ZN,CDD,5.0,2021,Malang,7.2,Ready
VH01040,B2040AO,CDD,5.0,2022,Cikarang,8.0,Ready
VH01041,B2041BO,CDD,5.0,2023,Semarang,7.8,Ready
VH01042,B2042CO,CDD,5.0,2024,Malang,7.6,Ready
VH01043,B2043DO,CDD,5.0,2018,Cikarang,7.4,Ready
VH01044,B2044EO,CDD,5.0,2019,Semarang,7.2,Ready
VH01045,B2045FO,CDD,5.0,2020,Malang,8.0,Ready
VH01046,B2046GO,CDD,5.0,2021,Cikarang,7.8,Ready
VH01047,B2047HO,CDD,5.0,2022,Semarang,7.6,Ready
VH01048,B2048IO,CDD,5.0,2023,Malang,7.4,Ready
VH01049,B2049JO,CDD,5.0,2024,Cikarang,7.2,Ready
VH01050,B2050KO,CDD,5.0,2018,Semarang,8.0,Ready
VH01051,B2051LO,CDD,5.0,2019,Malang,7.8,Ready
VH01052,B2052MO,CDD,5.0,2020,Cikarang,7.6,Ready
VH01053,B2053NO,CDD,5.0,2021,Semarang,7.4,Ready
VH01054,B2054OO,CDD,5.0,2022,Malang,7.2,Ready
VH01055,B2055PO,CDD,5.0,2023,Cikarang,8.0,Ready
VH01056,B2056QO,CDD,5.0,2024,Semarang,7.8,Ready
VH01057,B2057RO,CDD,5.0,2018,Malang,7.6,Ready
VH01058,B2058SO,CDD,5.0,2019,Cikarang,7.4,Ready
VH01059,B2059TO,CDD,5.0,2020,Semarang,7.2,Ready
VH01060,B2060UO,CDD,5.0,2021,Malang,8.0,Ready
VH01061,B2061VO,CDD,5.0,2022,Cikarang,7.8,Ready
VH01062,B2062WO,CDD,5.0,2023,Semarang,7.6,Ready
VH01063,B2063XO,CDD,5.0,2024,Malang,7.4,Ready
VH01064,B2064YO,CDD,5.0,2018,Cikarang,7.2,Ready
VH01065,B2065ZO,CDD,5.0,2019,Semarang,8.0,Ready
VH01066,B2066AP,CDD,5.0,2020,Malang,7.8,Ready
VH01067,B2067BP,CDD,5.0,2021,Cikarang,7.6,Ready
VH01068,B2068CP,CDD,5.0,2022,Semarang,7.4,Ready
VH01069,B2069DP,CDD,5.0,2023,Malang,7.2,Ready
VH01070,B2070EP,CDD,5.0,2024,Cikarang,8.0,Ready
VH01071,B2071FP,CDD,5.0,2018,Semarang,7.8,Ready
VH01072,B2072GP,CDD,5.0,2019,Malang,7.6,Ready
VH01073,B2073HP,CDD,5.0,2020,Cikarang,7.4,Ready
VH01074,B2074IP,CDD,5.0,2021,Semarang,7.2,Ready
VH01075,B2075JP,CDD,5.0,2022,Malang,8.0,Ready
VH01076,B2076KP,CDD,5.0,2023,Cikarang,7.8,Ready
VH01077,B2077LP,CDD,5.0,2024,Semarang,7.6,Ready
VH01078,B2078MP,CDD,5.0,2018,Malang,7.4,In Use
VH01079,B2079NP,CDD,5.0,2019,Cikarang,7.2,In Use
VH01080,B2080OP,CDD,5.0,2020,Semarang,8.0,In Use
VH01081,B2081PP,CDD,5.0,2021,Malang,7.8,In Use
VH01082,B2082QP,CDD,5.0,2022,Cikarang,7.6,In Use
VH01083,B2083RP,CDD,5.0,2023,Semarang,7.4,In Use
VH01084,B2084SP,CDD,5.0,2024,Malang,7.2,In Use
VH01085,B2085TP,CDD,5.0,2018,Cikarang,8.0,In Use
VH01086,B2086UP,CDD,5.0,2019,Semarang,7.8,In Use
VH01087,B2087VP,CDD,5.0,2020,Malang,7.6,In Use
VH01088,B2088WP,CDD,5.0,2021,Cikarang,7.4,In Use
VH01089,B2089XP,CDD,5.0,2022,Semarang,7.2,In Use
VH01090,B2090YP,CDD,5.0,2023,Malang,8.0,In Use
VH01091,B2091ZP,CDD,5.0,2024,Cikarang,7.8,In Use
VH01092,B2092AQ,CDD,5.0,2018,Semarang,7.6,Maintenance
VH01093,B2093BQ,CDD,5.0,2019,Malang,7.4,Maintenance
VH01094,B2094CQ,CDD,5.0,2020,Cikarang,7.2,Maintenance
VH01095,B2095DQ,CDD,5.0,2021,Semarang,8.0,Maintenance
VH01096,B2096EQ,CDD,5.0,2022,Malang,7.8,Maintenance
VH01097,B2097FQ,CDD,5.0,2023,Cikarang,7.6,Maintenance
VH01098,B2098GQ,CDD,5.0,2024,Semarang,7.4,Inactive
VH01099,B2099HQ,CDD,5.0,2018,Malang,7.2,Inactive
VH01100,B2100IQ,CDD,5.0,2019,Cikarang,8.0,Ready
VH01101,B2101JQ,CDD,5.0,2020,Semarang,7.8,Ready
VH01102,B2102KQ,CDD,5.0,2021,Malang,7.6,Ready
VH01103,B2103LQ,CDD,5.0,2022,Cikarang,7.4,Ready
VH01104,B2104MQ,CDD,5.0,2023,Semarang,7.2,Ready
VH01105,B2105NQ,CDD,5.0,2024,Malang,8.0,Ready
VH01106,B2106OQ,CDD,5.0,2018,Cikarang,7.8,Ready
VH01107,B2107PQ,CDD,5.0,2019,Semarang,7.6,Ready
VH01108,B2108QQ,CDD,5.0,2020,Malang,7.4,Ready
VH01109,B2109RQ,CDD,5.0,2021,Cikarang,7.2,Ready
VH01110,B2110SQ,CDD,5.0,2022,Semarang,8.0,Ready
VH01111,B2111TQ,CDD,5.0,2023,Malang,7.8,Ready
VH01112,B2112UQ,CDD,5.0,2024,Cikarang,7.6,Ready
VH01113,B2113VQ,CDD,5.0,2018,Semarang,7.4,Ready
VH01114,B2114WQ,CDD,5.0,2019,Malang,7.2,Ready
VH01115,B2115XQ,CDD,5.0,2020,Cikarang,8.0,Ready
VH01116,B2116YQ,CDD,5.0,2021,Semarang,7.8,Ready
VH01117,B2117ZQ,CDD,5.0,2022,Malang,7.6,Ready
VH01118,B2118AR,CDD,5.0,2023,Cikarang,7.4,Ready
VH01119,B2119BR,CDD,5.0,2024,Semarang,7.2,Ready
VH01120,B2120CR,CDD,5.0,2018,Malang,8.0,Ready
VH01121,B2121DR,CDD,5.0,2019,Cikarang,7.8,Ready
VH01122,B2122ER,CDD,5.0,2020,Semarang,7.6,Ready
VH01123,B2123FR,CDD,5.0,2021,Malang,7.4,Ready
VH01124,B2124GR,CDD,5.0,2022,Cikarang,7.2,Ready
VH01125,B2125HR,CDD,5.0,2023,Semarang,8.0,Ready
VH01126,B2126IR,CDD,5.0,2024,Malang,7.8,Ready
VH01127,B2127JR,CDD,5.0,2018,Cikarang,7.6,Ready
VH01128,B2128KR,CDD,5.0,2019,Semarang,7.4,Ready
VH01129,B2129LR,CDD,5.0,2020,Malang,7.2,Ready
VH01130,B2130MR,CDD,5.0,2021,Cikarang,8.0,Ready
VH01131,B2131NR,CDD,5.0,2022,Semarang,7.8,Ready
VH01132,B2132OR,CDD,5.0,2023,Malang,7.6,Ready
VH01133,B2133PR,CDD,5.0,2024,Cikarang,7.4,Ready
VH01134,B2134QR,CDD,5.0,2018,Semarang,7.2,Ready
VH01135,B2135RR,CDD,5.0,2019,Malang,8.0,Ready
VH01136,B2136SR,CDD,5.0,2020,Cikarang,7.8,Ready
VH01137,B2137TR,CDD,5.0,2021,Semarang,7.6,Ready
VH01138,B2138UR,CDD,5.0,2022,Malang,7.4,Ready
VH01139,B2139VR,CDD,5.0,2023,Cikarang,7.2,Ready
VH01140,B2140WR,CDD,5.0,2024,Semarang,8.0,Ready
VH01141,B2141XR,CDD,5.0,2018,Malang,7.8,Ready
VH01142,B2142YR,CDD,5.0,2019,Cikarang,7.6,Ready
VH01143,B2143ZR,CDD,5.0,2020,Semarang,7.4,Ready
VH01144,B2144AS,CDD,5.0,2021,Malang,7.2,Ready
VH01145,B2145BS,CDD,5.0,2022,Cikarang,8.0,Ready
VH01146,B2146CS,CDD,5.0,2023,Semarang,7.8,Ready
VH01147,B2147DS,CDD,5.0,2024,Malang,7.6,Ready
VH01148,B2148ES,CDD,5.0,2018,Cikarang,7.4,Ready
VH01149,B2149FS,CDD,5.0,2019,Semarang,7.2,Ready
VH01150,B2150GS,CDD,5.0,2020,Malang,8.0,Ready
VH01151,B2151HS,CDD,5.0,2021,Cikarang,7.8,Ready
VH01152,B2152IS,CDD,5.0,2022,Semarang,7.6,Ready
VH01153,B2153JS,CDD,5.0,2023,Malang,7.4,Ready
VH01154,B2154KS,CDD,5.0,2024,Cikarang,7.2,Ready
VH01155,B2155LS,CDD,5.0,2018,Semarang,8.0,Ready
VH01156,B2156MS,CDD,5.0,2019,Malang,7.8,Ready
VH01157,B2157NS,CDD,5.0,2020,Cikarang,7.6,Ready
VH01158,B2158OS,CDD,5.0,2021,Semarang,7.4,Ready
VH01159,B2159PS,CDD,5.0,2022,Malang,7.2,Ready
VH01160,B2160QS,CDD,5.0,2023,Cikarang,8.0,Ready
VH01161,B2161RS,CDD,5.0,2024,Semarang,7.8,Ready
VH01162,B2162SS,CDD,5.0,2018,Malang,7.6,Ready
VH01163,B2163TS,CDD,5.0,2019,Cikarang,7.4,Ready
VH01164,B2164US,CDD,5.0,2020,Semarang,7.2,Ready
VH01165,B2165VS,CDD,5.0,2021,Malang,8.0,Ready
VH01166,B2166WS,CDD,5.0,2022,Cikarang,7.8,Ready
VH01167,B2167XS,CDD,5.0,2023,Semarang,7.6,Ready
VH01168,B2168YS,CDD,5.0,2024,Malang,7.4,Ready
VH01169,B2169ZS,CDD,5.0,2018,Cikarang,7.2,Ready
VH01170,B2170AT,CDD,5.0,2019,Semarang,8.0,Ready
VH01171,B2171BT,CDD,5.0,2020,Malang,7.8,Ready
VH01172,B2172CT,CDD,5.0,2021,Cikarang,7.6,Ready
VH01173,B2173DT,CDD,5.0,2022,Semarang,7.4,Ready
VH01174,B2174ET,CDD,5.0,2023,Malang,7.2,Ready
VH01175,B2175FT,CDD,5.0,2024,Cikarang,8.0,Ready
VH01176,B2176GT,CDD,5.0,2018,Semarang,7.8,Ready
VH01177,B2177HT,CDD,5.0,2019,Malang,7.6,Ready
VH01178,B2178IT,CDD,5.0,2020,Cikarang,7.4,In Use
VH01179,B2179JT,CDD,5.0,2021,Semarang,7.2,In Use
VH01180,B2180KT,CDD,5.0,2022,Malang,8.0,In Use
VH01181,B2181LT,CDD,5.0,2023,Cikarang,7.8,In Use
VH01182,B2182MT,CDD,5.0,2024,Semarang,7.6,In Use
VH01183,B2183NT,CDD,5.0,2018,Malang,7.4,In Use
VH01184,B2184OT,CDD,5.0,2019,Cikarang,7.2,In Use
VH01185,B2185PT,CDD,5.0,2020,Semarang,8.0,In Use
